GrLivArea,SalePrice
73,4204317396
74,4202702639
75,4202642194
76,4202660926
77,4202088927
78,4200764846
79,4200689105
80,4200683116
81,4200104462
82,4200044246
83,4199961291
84,4199908105
85,4199914515
86,4198130579
87,4197778525
88,4197727891
89,4197786383
90,4197472251
91,4197383365
92,4197430565
93,4195823838
94,4194131392
95,4192957162
96,4190549197
97,4190562937
98,4190447962
99,4186280685
0,4258756840
1,4258638739
2,4258610159
3,4258465878
4,4258249748
5,4241981057
6,4241914551
7,4241836803
8,4241761245
9,4241720156
10,4239862802
11,4239840955
12,4235811213
13,4235641452
14,4235176790
15,4231893867
16,4227386495
17,4226357837
18,4225154052
19,4225054326
20,4224891658
21,4222981609
22,4222928079
23,4220194043
24,4218164263
25,4209372132
26,4209234345
27,4209005606
28,4208873115
29,4208762734
30,4208538182
31,4195512772
32,4195454579
33,4195306876
34,4195257500
35,4194977840
36,4191948794
37,4183734983
38,4183652925
39,4183483218
40,4183226653
41,4169940189
42,4169807983
43,4169722149
44,4169630150
45,4169476503
46,4157308027
47,4157219215
48,4157018462
49,4156941627
50,4156605468
51,4156367927
52,4156261732
53,4156118083
54,4146083214
55,4145934373
56,4145735543
57,4144496269
58,4144510222
59,4144404995
60,4144372178
61,4144305642
62,4144219104
63,4144148573
64,4144093679
65,4143939898
66,4143854440
67,4142534638
68,4142426740
69,4142319988
70,4142258786
71,4142174581
72,4141879503
73,4141756373
74,4141524414
75,4141376491
76,4133821015
77,4133704072
78,4132934871
79,4124446317
80,4122280786
81,4120695685
82,4120640812
83,4120560073
84,4120513018
85,4120336083
86,4120288145
87,4120184559
88,4120085617
89,4119987801
90,4113593228
91,4105535751
92,4105344112
93,4104917522
94,4099143422
95,4099048091
96,4098978017
97,4098884287
98,4098780810
99,4098545743
0,4260487941
1,4257491390
2,4254434688
3,4254140206
4,4253659445
5,4253447280
6,4251044286
7,4249045332
8,4249002369
9,4248913081
10,4248786568
11,4248717579
12,4248049898
13,4247947415
14,4246176554
15,4246114523
16,4245966551
17,4245842420
18,4245719818
19,4244467753
20,4244368275
21,4241914551
22,4241612188
23,4236023664
24,4234193967
25,4233934946
26,4232960813
27,4232779734
28,4232573394
29,4232357923
30,4230390270
31,4230293422
32,4230204841
33,4229975726
34,4229545810
35,4229419728
36,4229259728
37,4227365553
38,4227272531
39,4227225657
40,4226931870
41,4226501631
42,4225251710
43,4225141359
44,4224768803
45,4224763851
46,4222955290
47,4221053587
48,4220941138
49,4220836497
50,4220309211
51,4218341444
52,4217254461
53,4217179565
54,4217164471
55,4213375675
56,4213238939
57,4213301358
58,4212843182
59,4211686965
60,4211647338
61,4211663289
62,4211517235
63,4211491708
64,4211414401
65,4211326214
66,4210725194
67,4210650035
68,4210544654
69,4210422356
70,4209429065
71,4209414882
72,4209372132
73,4209322654
74,4209052195
75,4208873115
76,4208458110
77,4208183709
78,4208106197
79,4208036316
80,4207882609
81,4207670053
82,4207007489
83,4207022923
84,4206704688
85,4206398450
86,4204818635
87,4204886282
88,4204810613
89,4204507493
90,4204492096
91,4204100389
92,4203914434
93,4203882960
94,4202315616
95,4202146101
96,4201535624
97,4201063474
98,4199719934
99,4199569793
0,4260995585
1,4258835295
2,4258840347
3,4258737294
4,4258771778
5,4258714458
6,4258610159
7,4258465878
8,4258280009
9,4257772969
10,4257731874
11,4255761502
12,4255663162
13,4255601634
14,4255379515
15,4255287852
16,4253911280
17,4247346627
18,4247382346
19,4247328744
20,4247282636
21,4247161499
22,4247052472
23,4246425407
24,4246282654
25,4246183363
26,4246114523
27,4245966551
28,4244481955
29,4244243703
30,4244145140
31,4244042490
32,4243963257
33,4243297280
34,4243262906
35,4243226362
36,4243034159
37,4242980151
38,4242618833
39,4242562761
40,4242460794
41,4239182830
42,4239025985
43,4238878723
44,4238834904
45,4233105414
46,4232999015
47,4233011399
48,4232843469
49,4232833087
50,4232598815
51,4232242673
52,4231212717
53,4231100932
54,4230942397
55,4230915010
56,4230346513
57,4230370908
58,4228279942
59,4225243022
60,4225149541
61,4225135639
62,4225069903
63,4225092910
64,4224937366
65,4224787553
66,4224137916
67,4221877960
68,4221248751
69,4219987960
70,4219939500
71,4219850511
72,4218502020
73,4218466693
74,4218420630
75,4218311762
76,4218250379
77,4218098744
78,4217740790
79,4217472738
80,4217420625
81,4217209852
82,4216941024
83,4216892789
84,4216805507
85,4216075409
86,4215971474
87,4215852630
88,4215753481
89,4215663649
90,4215529839
91,4215262280
92,4215010995
93,4214795739
94,4214728537
95,4214760801
96,4214366208
97,4214253237
98,4214021941
99,4213865508
0,4260995585
1,4258766279
2,4258771778
3,4249802117
4,4249716387
5,4246942913
6,4239019541
7,4239012713
8,4238863353
9,4236381300
10,4236209362
11,4232080526
12,4227351515
13,4227225657
14,4224988597
15,4222755273
16,4222447763
17,4221002501
18,4218440502
19,4218371288
20,4204446541
21,4204364678
22,4196699984
23,4196711196
24,4195442007
25,4195306876
26,4195242922
27,4194650288
28,4194441674
29,4194381229
30,4194321989
31,4193749367
32,4193724086
33,4193078156
34,4193072056
35,4192957162
36,4192887757
37,4192403857
38,4192215337
39,4192155437
40,4191449513
41,4191455680
42,4191387376
43,4190862405
44,4190759823
45,4190803831
46,4190737665
47,4190720027
48,4190633840
49,4189118054
50,4188804640
51,4188717405
52,4188169087
53,4186383416
54,4186327390
55,4181571404
56,4181286714
57,4181300488
58,4181059433
59,4179248487
60,4179224208
61,4179206820
62,4179170239
63,4176362746
64,4176209594
65,4176147494
66,4176041151
67,4175931519
68,4175854925
69,4175803090
70,4175746392
71,4175209185
72,4175089626
73,4175026785
74,4174982910
75,4174707961
76,4174703744
77,4174598629
78,4174580673
79,4174475670
80,4174421269
81,4174400824
82,4173821408
83,4173678396
84,4173629629
85,4173570927
86,4173189244
87,4173191725
88,4173133974
89,4173019525
90,4172996959
91,4172563338
92,4172611002
93,4172538478
94,4169599815
95,4169581915
96,4169457013
97,4169375339
98,4169264384
99,4168695482
0,4260452798
1,4260353406
2,4260272376
3,4258924602
4,4252317056
5,4247161499
6,4243439404
7,4243169429
8,4232573394
9,4231892073
10,4231554212
11,4231481467
12,4231151563
13,4231100346
14,4230942397
15,4227530167
16,4227386495
17,4227351515
18,4227265183
19,4227225657
20,4226209329
21,4225243022
22,4225149541
23,4225135639
24,4225048574
25,4224988597
26,4224787553
27,4222913538
28,4222855407
29,4222270987
30,4220821703
31,4220436726
32,4220208232
33,4220046052
34,4219969785
35,4219939500
36,4219901407
37,4218502020
38,4218466693
39,4218125312
40,4217687844
41,4216941024
42,4216881804
43,4216487709
44,4215977503
45,4215980399
46,4214837268
47,4214728537
48,4214530291
49,4214503551
50,4214257445
51,4214253237
52,4214021941
53,4213807915
54,4213853307
55,4213413380
56,4213355173
57,4211694057
58,4211629907
59,4211344801
60,4210777112
61,4210725194
62,4210650035
63,4210572789
64,4210544654
65,4210427204
66,4210209174
67,4210271732
68,4210155199
69,4202197510
70,4201609515
71,4201550035
72,4199266314
73,4197067067
74,4196997872
75,4195801376
76,4195483820
77,4195471044
78,4195442007
79,4195328516
80,4195311359
81,4195281197
82,4195174303
83,4195103399
84,4194407461
85,4194354579
86,4194278967
87,4194016778
88,4194020206
89,4193931024
90,4193810534
91,4192807285
92,4192270589
93,4192009784
94,4191954071
95,4191878623
96,4190853225
97,4190870139
98,4190767631
99,4190753555
0,4258917293
1,4258756840
2,4258638739
3,4257848581
4,4257657741
5,4254824252
6,4252643772
7,4249764220
8,4249740234
9,4249673880
10,4249613706
11,4248838189
12,4248786568
13,4247382346
14,4247234477
15,4247155821
16,4246734153
17,4246251247
18,4244167656
19,4243686858
20,4241893185
21,4241834827
22,4239407294
23,4239331479
24,4239182830
25,4238878723
26,4236315023
27,4236105557
28,4235878601
29,4235038935
30,4233011399
31,4232817070
32,4232673227
33,4229419728
34,4229351121
35,4229227509
36,4227351515
37,4226447690
38,4225854799
39,4225815232
40,4225290711
41,4225168424
42,4225171127
43,4225054326
44,4222847666
45,4222871985
46,4221002501
47,4220967146
48,4220914510
49,4220821703
50,4218534383
51,4217552064
52,4217251843
53,4215872618
54,4214795739
55,4213865508
56,4213215052
57,4213114636
58,4211694057
59,4211647338
60,4211557534
61,4211491708
62,4209414882
63,4209324214
64,4205778093
65,4205718397
66,4205018369
67,4205056294
68,4205045295
69,4205044277
70,4205062511
71,4205061152
72,4204859928
73,4204867883
74,4204855577
75,4204813317
76,4204860752
77,4204690278
78,4204545284
79,4203653896
80,4203613610
81,4202328287
82,4202279804
83,4201550035
84,4201322308
85,4201218447
86,4200898945
87,4200895811
88,4200012888
89,4200001832
90,4199838179
91,4199719934
92,4199476811
93,4199269473
94,4199097681
95,4198823688
96,4197001233
97,4195471044
98,4195454579
99,4193179060
0,4257838277
1,4249802117
2,4249668713
3,4249713608
4,4249605606
5,4249610402
6,4249512651
7,4247428190
8,4247366728
9,4247334334
10,4247361184
11,4247303569
12,4247194074
13,4247035627
14,4246997484
15,4246840485
16,4246734153
17,4246299179
18,4246178873
19,4246128480
20,4246071450
21,4246011802
22,4245881553
23,4244705275
24,4244753907
25,4244752873
26,4244722484
27,4244489185
28,4244474818
29,4244249852
30,4244243703
31,4244145140
32,4244042490
33,4243963257
34,4243817781
35,4243686858
36,4243602923
37,4234806128
38,4234667579
39,4234652663
40,4233216288
41,4233194075
42,4232492751
43,4232242673
44,4232200699
45,4232080526
46,4230334499
47,4229089526
48,4228977380
49,4225255875
50,4225254250
51,4222928079
52,4217653637
53,4216137208
54,4216116756
55,4214979998
56,4215010995
57,4211636286
58,4210422356
59,4210279450
60,4209372132
61,4208426619
62,4206830119
63,4205813051
64,4205718397
65,4193078156
66,4193072056
67,4192904206
68,4192816131
69,4192439523
70,4192270589
71,4190994068
72,4190992777
73,4190943070
74,4190848993
75,4190837557
76,4190835089
77,4189963278
78,4189809235
79,4189679405
80,4189417244
81,4189422957
82,4189402188
83,4189268077
84,4189321105
85,4189131596
86,4189028703
87,4189016360
