GrLivArea,SalePrice
64,4233105414
65,4232956091
66,4232889476
67,4232852774
68,4232813301
69,4231860831
70,4231354968
71,4229694895
72,4229578922
73,4229477485
74,4229438939
75,4229259728
76,4229201585
77,4229135546
78,4228918323
79,4228880041
80,4227477015
81,4227515476
82,4227503818
83,4227511121
84,4227396767
85,4227278479
86,4227272531
87,4227236637
88,4227123625
89,4227028561
90,4226087909
91,4224757462
92,4224691608
93,4224439848
94,4224329277
95,4224268750
96,4224161651
97,4223042666
98,4222949691
99,4222956594
0,4246394713
1,4246251247
2,4244167656
3,4243686858
4,4242562761
5,4241893185
6,4241834827
7,4240992890
8,4239407294
9,4239146175
10,4238518660
11,4238353789
12,4238174063
13,4236126175
14,4235949878
15,4229363748
16,4229227509
17,4228952659
18,4227351515
19,4227272531
20,4226992886
21,4226447690
22,4226356212
23,4225149541
24,4225171127
25,4222901168
26,4222810614
27,4220012315
28,4219804067
29,4218534383
30,4217740790
31,4217472738
32,4213809349
33,4213756584
34,4213821352
35,4213545377
36,4211607708
37,4211557534
38,4211531629
39,4209324214
40,4209005606
41,4208903807
42,4208732158
43,4206501535
44,4205018369
45,4204011315
46,4201336016
47,4199269473
48,4197008098
49,4194272500
50,4192613917
51,4188562357
52,4188343925
53,4185855783
54,4183171255
55,4180853594
56,4178956608
57,4176209594
58,4174282551
59,4169698699
60,4169630150
61,4167063114
62,4165371918
63,4142514598
64,4142460353
65,4142379089
66,4142302207
67,4142282204
68,4141740045
69,4141416962
70,4140181683
71,4139859200
72,4139738577
73,4139501410
74,4139296064
75,4139032648
76,4137780337
77,4137704795
78,4137637728
79,4137514979
80,4137464994
81,4136187162
82,4135617300
83,4135631513
84,4135531183
85,4135416337
86,4134708428
87,4134599835
88,4134519390
89,4133821015
90,4133729209
91,4133522393
92,4133208219
93,4132831728
94,4132783393
95,4131464048
96,4131228269
97,4131183383
98,4130976526
99,4130911105
0,4261001693
1,4260802766
2,4259703200
3,4259584916
4,4259516453
5,4259021778
6,4258919309
7,4258855386
8,4258840347
9,4258686308
10,4258608447
11,4257560708
12,4257491390
13,4256744402
14,4256698209
15,4255894717
16,4255910639
17,4255816258
18,4255689459
19,4255642745
20,4255545448
21,4255446835
22,4255344204
23,4255199972
24,4255222430
25,4255062968
26,4254934880
27,4254883910
28,4253940936
29,4253812827
30,4253635725
31,4253541802
32,4252875908
33,4252842289
34,4252768398
35,4252440449
36,4251389808
37,4251392562
38,4250711895
39,4249765436
40,4249782460
41,4249727151
42,4249702006
43,4249535054
44,4249478097
45,4249365278
46,4249132568
47,4249073654
48,4248950267
49,4248913081
50,4247981110
51,4247896392
52,4247287145
53,4247252963
54,4247155821
55,4246939711
56,4246835621
57,4246114523
58,4245449218
59,4244481955
60,4244366422
61,4242839161
62,4242699272
63,4242618833
64,4242623084
65,4242550101
66,4242494430
67,4241897457
68,4241852546
69,4241748679
70,4241751342
71,4241672199
72,4241538868
73,4240662675
74,4240073019
75,4239999199
76,4240015629
77,4239297658
78,4239293329
79,4239109156
80,4239180104
81,4237017428
82,4237010749
83,4236315131
84,4236300837
85,4236155339
86,4236105557
87,4235981063
88,4235832895
89,4234828360
90,4234055668
91,4233987712
92,4233105414
93,4232999015
94,4232954994
95,4232852774
96,4232813301
97,4232589739
98,4231145443
99,4230915010
0,4258743348
1,4258686308
2,4258615792
3,4258465878
4,4258410337
5,4258304241
6,4258060823
7,4257649833
8,4257576906
9,4257513560
10,4257390846
11,4257265352
12,4256968968
13,4256777664
14,4255687096
15,4255616358
16,4255437449
17,4255500353
18,4255306591
19,4254964948
20,4254344439
21,4254172956
22,4253911280
23,4253659445
24,4253700923
25,4253541802
26,4253473118
27,4252666084
28,4252579232
29,4252440449
30,4252328446
31,4251918236
32,4251696757
33,4251547432
34,4251416446
35,4251317064
36,4251224965
37,4249045332
38,4249004839
39,4248845473
40,4248549803
41,4248399400
42,4247333254
43,4247293725
44,4246947749
45,4246829949
46,4246447932
47,4246282654
48,4246202273
49,4246080623
50,4245961846
51,4245711837
52,4245571552
53,4245505922
54,4245405357
55,4244080547
56,4243912437
57,4242623084
58,4242460794
59,4241749095
60,4241619099
61,4241571040
62,4241005712
63,4240750697
64,4240730413
65,4240602055
66,4240491041
67,4240269900
68,4240195105
69,4240057790
70,4240015629
71,4239909363
72,4239844329
73,4239199539
74,4238773525
75,4238563714
76,4237970289
77,4237076217
78,4236146293
79,4235832895
80,4235519981
81,4235481325
82,4235183185
83,4235101756
84,4234652663
85,4234465246
86,4234407459
87,4234276747
88,4233810703
89,4233043001
90,4232956091
91,4232889476
92,4232818746
93,4232786233
94,4232669150
95,4232673657
96,4232614075
97,4232428833
98,4232263741
99,4232145879
0,4259764018
1,4259734493
2,4259584916
3,4259526883
4,4259357406
5,4258610040
6,4252462986
7,4252317056
8,4252185406
9,4251696757
10,4249018144
11,4248838189
12,4248712758
13,4246447932
14,4246361790
15,4246145090
16,4246032369
17,4243715030
18,4243586345
19,4243347415
20,4239909363
21,4239874392
22,4239775557
23,4233828212
24,4233655597
25,4233556436
26,4233491905
27,4233381188
28,4233248578
29,4233301280
30,4232492751
31,4232335994
32,4232300023
33,4232129903
34,4231892073
35,4231565964
36,4231512754
37,4231354968
38,4231260856
39,4231164938
40,4229230455
41,4229052644
42,4225243022
43,4225215227
44,4225147285
45,4225202501
46,4222937480
47,4222933855
48,4222890445
49,4222763533
50,4222705023
51,4222620763
52,4222152401
53,4221095519
54,4221063511
55,4220989997
56,4221027646
57,4221025333
58,4221050003
59,4220907488
60,4220893332
61,4220863678
62,4220658509
63,4220397502
64,4220311447
65,4220142907
66,4220061033
67,4213217435
68,4213136659
69,4213016354
70,4212876178
71,4212785164
72,4212778061
73,4212617083
74,4212469872
75,4212485814
76,4212208756
77,4212180910
78,4211910245
79,4211825675
80,4211823011
81,4210120669
82,4210019447
83,4209982907
84,4208873115
85,4208745269
86,4208646221
87,4202490832
88,4202328287
89,4202256719
90,4202088927
91,4201550035
92,4201388499
93,4201286411
94,4201119298
95,4201058332
96,4200900517
97,4200851149
98,4199923187
99,4199839253
0,4258877398
1,4258863620
2,4258756840
3,4255957824
4,4255954855
5,4255942732
6,4255838547
7,4253894654
8,4253729734
9,4253700923
10,4253623611
11,4252962362
12,4252869390
13,4252792759
14,4252666084
15,4252579232
16,4252530914
17,4249765436
18,4249782460
19,4249668755
20,4249713608
21,4249006515
22,4248876958
23,4248818329
24,4248669667
25,4248549803
26,4248610765
27,4248464929
28,4248042453
29,4247947415
30,4248002331
31,4247395065
32,4247238586
33,4247282636
34,4242712245
35,4242553396
36,4242494430
37,4241993506
38,4241942058
39,4241847780
40,4241827840
41,4239392496
42,4239360280
43,4239164264
44,4239009146
45,4238961869
46,4238694178
47,4238597601
48,4238518660
49,4233042631
50,4233005183
51,4232889476
52,4232923744
53,4232756408
54,4230429073
55,4230434422
56,4230421263
57,4230266081
58,4230330865
59,4230183219
60,4229985308
61,4229391118
62,4229189632
63,4229201585
64,4229081753
65,4229001687
66,4228488079
67,4227480655
68,4227365553
69,4227430077
70,4227304828
71,4225218567
72,4225215227
73,4225195074
74,4225107854
75,4225034639
76,4224372428
77,4223790205
78,4223665661
79,4222946418
80,4222911218
81,4222866453
82,4221036135
83,4221050003
84,4220907488
85,4220882173
86,4218558698
87,4218534383
88,4218399514
89,4218411719
90,4216876613
91,4216738939
92,4216752506
93,4216487709
94,4216047033
95,4216003684
96,4215978654
97,4215914271
98,4215827767
99,4215822363
0,4259399120
1,4258248550
2,4255795289
3,4255672795
4,4255508292
5,4253473118
6,4252723891
7,4252619506
8,4252604927
9,4252477747
10,4252418191
11,4252283013
12,4251180206
13,4249980607
14,4246942913
15,4246752370
16,4245449218
17,4244487159
18,4244483847
19,4244249852
20,4244332824
21,4244096318
22,4243985783
23,4243912437
24,4242447098
25,4241897053
26,4241827840
27,4241800215
28,4241644260
29,4241562024
30,4241474441
31,4241409595
32,4241299320
33,4239164903
34,4238987327
35,4239030580
36,4238850995
37,4238772781
38,4238653171
39,4237947438
40,4237882530
41,4236979601
42,4236372792
43,4236337976
44,4236244857
45,4236146897
46,4236105800
47,4235947497
48,4235403128
49,4235143588
50,4234379707
51,4234356089
52,4234267286
53,4232608110
54,4232561587
55,4231415437
56,4230336500
57,4229968719
58,4229705556
59,4227455323
60,4227522603
61,4227419989
62,4227364132
63,4227259977
64,4227301909
65,4225878851
66,4225138497
67,4225174054
68,4225150221
69,4225034639
70,4225020372
71,4223060213
72,4222936250
73,4222892252
74,4222848776
75,4222715036
76,4222705023
77,4222201120
78,4219376343
79,4218535637
80,4218530457
81,4218349603
82,4218311762
83,4218226518
84,4218124826
85,4218076461
86,4216071834
87,4215919944
88,4215914271
89,4215616407
90,4214382798
91,4213808555
92,4213823361
93,4213557471
94,4213593680
95,4213398979
96,4213236531
97,4212783570
98,4212777015
99,4211727728
0,4259701194
1,4258990529
2,4258877461
3,4258798061
4,4258743348
5,4255832076
6,4255634177
7,4254581386
8,4254444339
9,4252749588
10,4252792759
11,4251028680
12,4249794898
13,4249782460
14,4249668755
15,4249713608
16,4249251513
17,4249118800
18,4247358498
19,4247414319
20,4247318488
21,4247265200
22,4247227411
23,4247035627
24,4246947749
25,4246902472
26,4246734153
27,4246394713
28,4244722484
29,4244489185
30,4244494536
31,4241972684
32,4241849807
33,4241863505
34,4241834827
35,4240297138
36,4240168190
37,4240129970
38,4239392496
39,4239127024
40,4239008891
41,4238909971
42,4238798613
43,4238669925
44,4236414752
45,4236048048
46,4236080920
47,4235981063
48,4235769386
49,4235718362
50,4235211937
51,4230421263
52,4230266081
53,4230183219
54,4229991256
55,4229721654
56,4229578922
57,4225168424
58,4225154052
59,4225107854
60,4225034639
61,4224953513
62,4224700687
63,4224372428
64,4223947389
65,4222902768
66,4222890687
67,4221080613
68,4220987963
69,4220984046
70,4220969103
71,4220943734
72,4220276492
73,4220204112
74,4219956358
75,4218355511
76,4218285169
77,4218124991
78,4218095446
79,4217939790
80,4217687844
81,4217522443
82,4217423458
83,4217294983
84,4215916179
85,4214643489
86,4214605281
87,4214467557
88,4214440959
89,4214120545
90,4213999839
91,4213988390
92,4213986703
93,4214004647
94,4213543096
95,4213370171
96,4212666811
97,4212469872
98,4212485814
99,4212149932
0,4260471614
1,4260351561
2,4259021778
3,4258940493
4,4258863620
5,4258822147
6,4258375562
7,4258240957
8,4258050061
9,4257735497
10,4255945963
11,4255819048
12,4255792608
13,4255651453
14,4252962362
15,4252970794
16,4252916894
17,4252903137
18,4252840575
19,4252822478
20,4252666084
21,4252579232
22,4252530914
23,4252166555
24,4251918236
25,4251696757
26,4251430194
27,4251317064
28,4251169397
29,4250060042
30,4249837783
31,4249827401
32,4249790386
33,4249667232
34,4249660717
35,4249448291
36,4249118800
37,4249018144
38,4248549803
39,4247494409
40,4247433192
41,4247358920
42,4247406440
43,4247352238
44,4247287145
45,4247282636
46,4246835621
47,4246842737
48,4246251247
49,4246183363
50,4246035663
51,4245966551
52,4244500890
53,4244360996
54,4243835751
55,4243686858
56,4243558424
57,4243495412
58,4243347415
59,4243297280
60,4243169429
61,4243133222
62,4242051060
63,4242033414
64,4241942058
65,4241905757
66,4241749095
67,4241679006
68,4240405701
69,4240322568
70,4240195105
71,4237860950
72,4236444420
73,4236381300
74,4236315131
75,4236241432
76,4235480507
77,4233050844
78,4230524260
79,4229030049
80,4228892574
81,4228815454
82,4227412814
83,4226341586
84,4226260877
85,4225305399
86,4225263265
87,4225167281
88,4224329277
89,4224188487
90,4224240547
91,4224160538
92,4224015180
93,4221063511
94,4221005908
95,4221011524
96,4220849462
97,4220281269
98,4220142907
99,4220012315
0,4258832497
1,4258774433
2,4258727047
3,4258549547
4,4258530139
5,4258440472
6,4258054029
7,4257776114
8,4257657741
9,4257605789
10,4257491390
11,4257123938
12,4255616358
13,4255540798
14,4255369049
15,4255303448
16,4255132397
17,4253623611
18,4252660619
19,4251661280
20,4249667232
21,4249702006
22,4248427980
23,4248411199
24,4247414319
25,4247352238
26,4247287145
27,4247282636
28,4247161499
29,4247052472
30,4242756187
31,4242619781
32,4241972684
33,4241938123
34,4241893185
35,4241817859
36,4241800215
37,4241692650
38,4241567420
39,4241600757
40,4240148119
41,4239316730
42,4239390398
43,4239105794
44,4239009146
45,4238909971
46,4238863353
47,4238773525
48,4237423337
49,4236259120
50,4236304357
51,4236175415
52,4236139007
53,4236080920
54,4235981063
55,4235843000
56,4235790174
57,4234330073
58,4233125731
59,4233019212
60,4232960813
61,4232852774
62,4230426471
63,4230401887
64,4230247659
65,4230330865
66,4230183219
67,4229937435
68,4229714493
69,4229545810
70,4229343077
71,4228487734
72,4227384146
73,4227259977
74,4227295467
75,4227207879
76,4227141651
77,4227095083
78,4226858001
79,4226198780
80,4226161165
81,4225292581
82,4223850709
83,4220055124
84,4219954232
85,4219882444
86,4219852740
87,4219376343
88,4216071834
89,4215977503
90,4215981110
91,4215824413
92,4215794688
93,4215666020
94,4215589797
95,4215346954
96,4215260119
97,4215010995
98,4214854321
99,4214789157
0,4260995585
1,4259701194
2,4258774781
3,4258638739
4,4258640702
5,4258248550
6,4258054029
7,4257696524
8,4257513560
9,4256728020
10,4256597447
11,4255601634
12,4255287852
13,4254964948
14,4254747663
15,4254525706
16,4254140206
17,4253774105
18,4253635725
19,4253541802
20,4253347871
21,4252788260
22,4252632601
23,4252536055
24,4252440449
25,4252328446
26,4251917901
27,4251661280
28,4251370450
29,4251243339
30,4251166212
31,4251180206
32,4251100439
33,4250860240
34,4250780086
35,4250711895
36,4249753525
37,4249668755
38,4249723353
39,4249610402
40,4248778219
41,4248669667
42,4248050548
43,4247931821
44,4247737857
45,4247406440
46,4247361184
47,4247202423
48,4246968547
49,4246857899
50,4246150954
51,4246080623
52,4245638437
53,4245711837
54,4245474263
55,4244489185
56,4244494536
57,4244470416
58,4244246685
59,4244164707
60,4244119029
61,4244062713
62,4243985783
63,4243690024
64,4243471193
65,4243147582
66,4242755559
67,4242623084
68,4242388197
69,4241992197
70,4241868520
71,4241871672
72,4241761602
73,4241644260
74,4241563962
75,4241536958
76,4241443824
77,4241018282
78,4240787742
79,4240736696
80,4240545937
81,4240462562
82,4240374271
83,4240239122
84,4240129970
85,4240104484
86,4240030121
87,4236182623
88,4236107782
89,4232677301
90,4232569078
91,4232479706
92,4231046112
93,4229363748
94,4229274627
95,4228596160
96,4228453747
97,4228216179
98,4227969696
99,4227982382
0,4255666689
1,4255199972
2,4253911280
3,4253659445
4,4252962362
5,4252869390
6,4252792759
7,4252666084
8,4252579232
9,4252530914
10,4249765436
11,4249782460
12,4249668755
13,4249713608
14,4249006515
15,4248876958
16,4248818329
17,4248669667
18,4248549803
19,4248610765
20,4248464929
21,4248042453
22,4247947415
23,4248002331
24,4247395065
25,4247238586
26,4247282636
27,4242712245
28,4242553396
29,4241827840
30,4240450110
31,4239392496
32,4239360280
33,4239164264
34,4239009146
35,4238961869
36,4238694178
37,4238597601
38,4238518660
39,4236425457
40,4236392629
41,4236249211
42,4236330740
43,4236175415
44,4236078160
45,4235956003
46,4233042631
47,4233005183
48,4232889476
49,4232923744
50,4232756408
51,4230429073
52,4230434422
53,4230421263
54,4230266081
55,4230330865
56,4230183219
57,4229950947
58,4229189632
59,4229201585
60,4229081753
61,4229001687
62,4227365553
63,4227430077
64,4227304828
65,4225218567
66,4225215227
67,4225195074
68,4225107854
69,4225034639
70,4224372428
71,4223790205
72,4223665661
73,4222946418
74,4222911218
75,4222866453
76,4221036135
77,4221050003
78,4220907488
79,4220882173
80,4220821000
81,4220622041
82,4220385851
83,4218558698
84,4218534383
85,4218399514
86,4218411719
87,4216876613
88,4216069997
89,4216047033
90,4216003684
91,4215978654
92,4215914271
93,4215827767
94,4215822363
95,4215798261
96,4213528723
97,4213543096
98,4213257682
99,4213168296
0,4258874437
1,4258304241
2,4257800227
3,4257576906
4,4238141338
5,4238051584
6,4234077689
7,4232242673
8,4232224032
9,4231512754
10,4231354968
11,4231275151
12,4231164938
13,4229721654
14,4229231881
15,4229081753
16,4229039003
17,4229001687
18,4228892574
19,4228637106
20,4228279942
21,4227969696
22,4222969461
23,4222771217
24,4221056666
25,4220993792
26,4220967146
27,4220914510
28,4220843953
29,4220276492
30,4220109857
31,4219987960
32,4216789811
33,4216753503
34,4216573409
35,4214820366
36,4214734117
37,4214665912
38,4214567366
39,4214590702
40,4214510083
41,4210836515
42,4210725194
43,4210605461
44,4210477438
45,4210326097
46,4210271732
47,4210064598
48,4207471947
49,4207338587
50,4206855391
51,4206740277
52,4206654511
53,4206546946
54,4205330736
55,4204472740
56,4204328322
57,4204281913
58,4204180250
59,4204007475
60,4203978889
61,4203177796
62,4203141768
63,4203019144
64,4203000622
65,4202924207
66,4195442007
67,4195367318
68,4193078156
69,4191827488
70,4191631565
71,4191563555
72,4191477699
73,4188827920
74,4188717405
75,4188688817
76,4188643386
77,4188544300
78,4187576223
79,4186383416
80,4186343383
81,4182881714
82,4182504618
83,4174736476
84,4174692944
85,4174598629
86,4173608617
87,4157988821
88,4157949285
89,4157547380
90,4157496843
91,4155152706
92,4154465918
93,4152602064
94,4148539172
95,4135534380
96,4131266718
97,4131186659
98,4131144293
99,4129442788
0,4260132917
1,4255437449
2,4255500353
3,4255401862
4,4254964948
5,4254847373
6,4254176971
7,4254140206
8,4253619676
9,4253517077
10,4253429181
11,4253395095
12,4252797308
13,4252643772
14,4252536055
15,4251949754
16,4251255085
17,4249782460
18,4249770255
19,4247428190
20,4247371349
21,4246251247
22,4246202273
23,4246019481
24,4245866222
25,4245536770
26,4245449218
27,4245474263
28,4245338139
29,4244700079
30,4244487159
31,4244481955
32,4244249852
33,4244360996
34,4244170219
35,4244062713
36,4243985783
37,4233810703
38,4232756408
39,4232242673
40,4232224032
41,4232133284
42,4231892073
43,4231554212
44,4231451537
45,4231372579
46,4227455323
47,4218486082
48,4216061140
49,4215822363
50,4215663649
51,4215363858
52,4215316652
53,4214936649
54,4214837268
55,4214820366
56,4214503551
57,4214368627
58,4214412828
59,4214286080
60,4214300686
61,4212003030
62,4211686299
63,4211701138
64,4211497403
65,4211458816
66,4211421249
67,4209433355
68,4209326820
69,4209281257
70,4209055174
71,4208909618
72,4208833455
73,4208443549
74,4208373757
75,4208317547
76,4208236939
77,4207586999
78,4207622545
79,4207425321
80,4207338587
81,4207100630
82,4207054296
83,4206907820
84,4206971299
85,4206854927
86,4206799476
87,4206784182
88,4204380626
89,4204245671
90,4204164048
91,4204121608
92,4203982300
93,4203906070
94,4196499263
95,4193124357
96,4193038426
97,4193032193
98,4192973023
99,4192873947
0,4258890100
1,4258774433
2,4254824252
3,4254713523
4,4254581466
5,4253447280
6,4253429181
7,4253411547
8,4253282522
9,4253075240
10,4251508238
11,4251317064
12,4251224965
13,4251048591
14,4250623604
15,4250445496
16,4249552252
17,4249517071
18,4249358882
19,4249256369
20,4249104905
21,4248812374
22,4248636927
23,4248549803
24,4248399400
25,4248434535
26,4248008326
27,4247954292
28,4247980558
29,4246857899
30,4246829949
31,4246734153
32,4244170219
33,4244062753
34,4238572145
35,4238464652
36,4236920350
37,4236780134
38,4236664529
39,4233389509
40,4233289885
41,4233325907
42,4225275979
43,4225282725
44,4225215227
45,4225127151
46,4225123139
47,4225032030
48,4224974853
49,4224161651
50,4223091744
51,4223100562
52,4223035351
53,4223033564
54,4222992071
55,4222919331
56,4222936846
57,4222973812
58,4222900121
59,4222845208
60,4222872274
61,4222795586
62,4222730712
63,4218598948
64,4218607661
65,4218654547
66,4216158081
67,4216107587
68,4216087328
69,4214093093
70,4214112051
71,4214091432
72,4214080373
73,4213979417
74,4214008272
75,4214036139
76,4213984373
77,4213982404
78,4213253109
79,4213224173
80,4213085961
81,4213130320
82,4213033487
83,4212847915
84,4211778411
85,4211836538
86,4211776213
87,4211815088
88,4211764467
89,4211833043
90,4211802923
91,4190946022
92,4188635982
93,4188535652
94,4188378603
95,4188209189
96,4188059343
97,4187819183
98,4186500625
99,4186408684
0,4257837606
1,4257773012
2,4257727581
3,4257681489
4,4257575187
5,4250726257
6,4250606686
7,4247385884
8,4247333254
9,4247328744
10,4247263043
11,4247161499
12,4247052472
13,4246786287
14,4246088351
15,4246100379
16,4246005653
17,4245941788
18,4245926437
19,4245902773
20,4245759208
21,4244479310
22,4244487333
23,4244514311
24,4244434315
25,4244042490
26,4243963257
27,4243645530
28,4243439404
29,4243226362
30,4242618833
31,4241818148
32,4241751342
33,4241644260
34,4241538868
35,4241394461
36,4240992890
37,4240556832
38,4240454714
39,4239297658
40,4239361391
41,4239182830
42,4239012713
43,4238828204
44,4238771288
45,4238563714
46,4238353789
47,4236142587
48,4236023664
49,4235811213
50,4235641452
51,4235441528
52,4235078471
53,4233124443
54,4233035098
55,4232896555
56,4232817070
57,4225307843
58,4225218382
59,4225136570
60,4225161427
61,4225092854
62,4223061077
63,4222969461
64,4222956594
65,4222913538
66,4222847666
67,4222851889
68,4222771217
69,4222632382
70,4222473939
71,4222423763
72,4221117274
73,4218599917
74,4218579714
75,4218471748
76,4216168933
77,4216127583
78,4213977471
79,4213986329
80,4214040841
81,4213859245
82,4213838002
83,4213806281
84,4213584428
85,4213348633
86,4213316929
87,4211404670
88,4205948878
89,4205069610
90,4205019620
91,4205028432
92,4205047498
93,4205046482
94,4205036017
95,4205024843
96,4205083273
97,4205042259
98,4204879756
99,4204648757
0,4258971837
1,4258919299
2,4258897580
3,4256826136
4,4256698209
5,4253395095
6,4253023630
7,4252840575
8,4252775171
9,4252707261
10,4247287145
11,4247252963
12,4236799098
13,4236834785
14,4236772902
15,4236718190
16,4232548523
17,4232592561
18,4230446037
19,4225441122
20,4225277857
21,4223153046
22,4223103126
23,4223141427
24,4223061077
25,4223000643
26,4222937979
27,4221641346
28,4221576418
29,4221117274
30,4221106369
31,4218648558
32,4218607661
33,4218654547
34,4216341810
35,4216280237
36,4216168933
37,4213527636
38,4212861697
39,4212777015
40,4209235235
41,4209046862
42,4208106197
43,4208032687
44,4207951502
45,4207880258
46,4207067608
47,4205160480
48,4205089391
49,4203742243
50,4203694818
51,4203574533
52,4203185800
53,4202599802
54,4202598740
55,4202597475
56,4202571324
57,4202538406
58,4201263861
59,4201116153
60,4201045445
61,4199983168
62,4199892650
63,4199846272
64,4199719934
65,4199269473
66,4198378666
67,4198343127
68,4197456840
69,4197426798
70,4196944785
71,4196266416
72,4196270035
73,4196002369
74,4195571168
75,4195550778
76,4195528295
77,4195467605
78,4195465708
79,4195532154
80,4195460527
81,4195426732
82,4195422634
83,4193231802
84,4193192038
85,4193026689
86,4193060344
87,4192842152
88,4192363897
89,4192196335
90,4192109520
91,4191948794
92,4190674405
93,4190637248
94,4189858798
95,4188798209
96,4188832113
97,4188662882
98,4188520928
99,4188401025
0,4260750377
1,4260681760
2,4260351561
3,4260119046
4,4259799284
5,4259790161
6,4259664211
7,4259586966
8,4259542840
9,4254748007
10,4254709594
11,4251055901
12,4250999349
13,4251011907
14,4250837836
15,4250873919
16,4250738218
17,4250743480
18,4250707285
19,4250651562
20,4249766054
21,4249538892
22,4249612640
23,4249499344
24,4249444003
25,4249370244
26,4248737274
27,4248773223
28,4248708506
29,4248713944
30,4248538793
31,4247077700
32,4247120900
33,4247024636
34,4246858508
35,4246806475
36,4242789966
37,4241958633
38,4241956396
39,4241953963
40,4241655487
41,4241627963
42,4241592698
43,4241494288
44,4241412102
45,4240564644
46,4240444426
47,4239979256
48,4239097002
49,4238999564
50,4238944815
51,4238917786
52,4238829175
53,4238784258
54,4238677466
55,4238564602
56,4231046112
57,4229027497
58,4228907871
59,4227008995
60,4226311049
61,4226149187
62,4225538669
63,4225617171
64,4225615416
65,4223944793
66,4223876502
67,4223860446
68,4223753914
69,4223153771
70,4223083522
71,4222675883
72,4222660439
73,4222562593
74,4222140818
75,4221898318
76,4221787789
77,4221701967
78,4221606095
79,4221539029
80,4221562140
81,4220616910
82,4220660228
83,4220184719
84,4220063863
85,4219939500
86,4219901407
87,4217096593
88,4217090171
89,4216922691
90,4216895205
91,4216890591
92,4216815837
93,4214526727
94,4214550750
95,4214095776
96,4214153679
97,4214153029
98,4212953565
99,4212861697
0,4260984678
1,4260872196
2,4260762608
3,4260714565
4,4260559873
5,4260487941
6,4260428889
7,4260390822
8,4260146400
9,4260090189
10,4259736611
11,4259597118
12,4258125461
13,4257800227
14,4257538375
15,4257497607
16,4257387248
17,4257293198
18,4257137814
19,4256923757
20,4256739782
21,4256709425
22,4255910639
23,4255846128
24,4255812467
25,4255704573
26,4255545535
27,4255508256
28,4255426884
29,4255361921
30,4255293653
31,4254752001
32,4254670082
33,4254581466
34,4252826194
35,4252662874
36,4252582863
37,4252481330
38,4252372724
39,4251949754
40,4251901230
41,4251200246
42,4251100439
43,4249535054
44,4249489683
45,4249364679
46,4249136936
47,4248610765
48,4248425770
49,4248411199
50,4245865017
51,4245755975
52,4244368275
53,4244332824
54,4244096318
55,4243957035
56,4242984576
57,4242755559
58,4241868520
59,4241921380
60,4241279204
61,4240807153
62,4240602055
63,4240524738
64,4240408624
65,4240340098
66,4240239122
67,4240138715
68,4240111063
69,4238568892
70,4238582714
71,4237858846
72,4237830362
73,4237621544
74,4235746411
75,4235676058
76,4235518948
77,4234603357
78,4234465246
79,4232833087
80,4232492751
81,4232325720
82,4232200699
83,4231931553
84,4231554212
85,4229474679
86,4229351121
87,4229227509
88,4229230455
89,4229052644
90,4228952659
91,4226892517
92,4226537575
93,4226338964
94,4226252789
95,4226146060
96,4226082765
97,4224300115
98,4223850709
99,4223638081
0,4258940493
1,4258924602
2,4258890100
3,4258794844
4,4258750998
5,4258694557
6,4255847139
7,4255783088
8,4255704573
9,4255547293
10,4255446835
11,4255355705
12,4255303448
13,4252732011
14,4252684075
15,4252606818
16,4252486052
17,4252426718
18,4249641566
19,4249565771
20,4249448291
21,4249365278
22,4249298442
23,4247395065
24,4247361184
25,4247285511
26,4247158237
27,4247202423
28,4247170310
29,4247063346
30,4244631357
31,4244474818
32,4244289397
33,4244322865
34,4244062753
35,4241992197
36,4241897053
37,4241870863
38,4241729131
39,4241619099
40,4239355387
41,4239390398
42,4239146175
43,4239101493
44,4239022820
45,4215977503
46,4215941067
47,4215852630
48,4215793906
49,4215647842
50,4215548733
51,4215529839
52,4213543096
53,4213441509
54,4211677712
55,4211694057
56,4211740624
57,4211636286
58,4211612071
59,4211526181
60,4211418387
61,4211388539
62,4209414882
63,4205511280
64,4204833685
65,4204709361
66,4204661174
67,4204614012
68,4204532993
69,4202602233
70,4202494854
71,4202435641
72,4202328287
73,4202279804
74,4202197510
75,4200001087
76,4199936726
77,4199892650
78,4199834822
79,4199777189
80,4199672186
81,4199634671
82,4199531477
83,4197461641
84,4197395342
85,4197400346
86,4197332371
87,4197267342
88,4195538059
89,4195485150
90,4195500387
91,4195395704
92,4195430322
93,4195335354
94,4195370250
95,4195242922
96,4195146824
97,4194145949
98,4193179060
99,4193136661
0,4260922494
1,4260746584
2,4259597118
3,4259509911
4,4259502437
5,4259408579
6,4258972169
7,4258927936
8,4258877398
9,4258833511
10,4258807731
11,4258732322
12,4258549547
13,4258530139
14,4258440472
15,4258054029
16,4257776114
17,4257657741
18,4257536608
19,4257513560
20,4257227402
21,4256968968
22,4256902536
23,4256755305
24,4256801407
25,4255942732
26,4255910639
27,4255835044
28,4255821444
29,4255596727
30,4255508292
31,4255419870
32,4255249642
33,4255132397
34,4255015472
35,4254847373
36,4253940936
37,4253812827
38,4253635725
39,4253541802
40,4252886523
41,4252862217
42,4252706768
43,4252606818
44,4252462986
45,4252317056
46,4252174581
47,4251893101
48,4250693704
49,4249756448
50,4249782460
51,4249668713
52,4249665076
53,4249588405
54,4249613706
55,4249478097
56,4249430311
57,4249319344
58,4249242971
59,4249117150
60,4249018144
61,4248950267
